ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,P15YM_SE,P15PRI_IN,P15PRI_CO,P15SEC_IN,P15SEC_CO,P18YM_PB,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI
19,Nuevo León,035,Melchor Ocampo,0011,El Orégano Tres (Antonio de León),*,*,*,*,*,*,*,*,*
19,Nuevo León,035,Melchor Ocampo,0035,Louisiana (Héctor González Salinas),*,*,*,*,*,*,*,*,*
19,Nuevo León,035,Melchor Ocampo,0042,Alfonso Reyes (Sócrates Rizzo),7,16,14,6,18,25,0.74,38,0
19,Nuevo León,035,Melchor Ocampo,0044,Melchor Ocampo,*,*,*,*,*,*,*,*,*
19,Nuevo León,035,Melchor Ocampo,0046,La Batalla del Charco Redondo,*,*,*,*,*,*,*,*,*
19,Nuevo León,035,Melchor Ocampo,0047,Charco Redondo,5,16,11,12,31,11,1.40,38,0
19,Nuevo León,035,Melchor Ocampo,0048,Melchor Ocampo,*,*,*,*,*,*,*,*,*
19,Nuevo León,036,Mier y Noriega,0000,Total del Municipio,703,1329,943,301,1045,231,1.37,1493,62
19,Nuevo León,036,Mier y Noriega,9998,Localidades de una vivienda,2,0,2,1,0,0,*,1,2
19,Nuevo León,036,Mier y Noriega,9999,Localidades de dos viviendas,3,0,1,0,0,0,*,2,0
19,Nuevo León,036,Mier y Noriega,0001,Mier y Noriega,125,160,143,45,196,125,1.12,290,14
19,Nuevo León,036,Mier y Noriega,0003,La Cardona,80,134,56,24,77,5,1.34,130,4
19,Nuevo León,036,Mier y Noriega,0004,Cerros Blancos,42,128,52,28,72,10,1.08,113,4
19,Nuevo León,036,Mier y Noriega,0005,Dolores,30,61,70,19,92,14,1.50,90,11
19,Nuevo León,036,Mier y Noriega,0007,El Gallito,12,51,56,1,22,5,1.42,48,0
19,Nuevo León,036,Mier y Noriega,0008,Jesús María del Terrero (El Lindero),11,41,34,11,18,4,1.37,34,2
19,Nuevo León,036,Mier y Noriega,0009,La Joya del Zacate,7,13,4,2,15,1,1.44,13,0
19,Nuevo León,036,Mier y Noriega,0010,Lagunita de Taberna,12,33,60,3,8,2,1.81,38,1
19,Nuevo León,036,Mier y Noriega,0012,Las Mesas de San Juan,4,20,25,3,6,0,2,20,0
19,Nuevo León,036,Mier y Noriega,0013,Las Palomas (Lajillas),53,133,73,21,75,6,2.02,108,9
19,Nuevo León,036,Mier y Noriega,0015,La Presita de Cerros Blancos (La Presita),63,91,71,7,56,3,1.34,97,0
19,Nuevo León,036,Mier y Noriega,0017,El Refugio de Cerros Blancos,57,84,56,39,51,8,1.69,84,2
19,Nuevo León,036,Mier y Noriega,0018,San Antonio de Alamitos,20,63,56,28,38,11,1.59,72,0
19,Nuevo León,036,Mier y Noriega,0019,San Elías,7,11,5,0,1,0,1.31,8,0
19,Nuevo León,036,Mier y Noriega,0020,San Isidro,84,94,41,23,61,9,1.15,106,6
19,Nuevo León,036,Mier y Noriega,0021,San José de Cuatro Caminos,8,22,26,4,18,7,1.61,27,1
19,Nuevo León,036,Mier y Noriega,0022,San José de Medina (Rancho de Abajo),6,4,2,1,2,0,0.80,7,0
19,Nuevo León,036,Mier y Noriega,0024,San Rafael de los Martínez,20,90,55,17,123,21,1.33,104,5
19,Nuevo León,036,Mier y Noriega,0025,Tapona Moreña,55,95,52,24,113,0,1.57,98,1
19,Nuevo León,036,Mier y Noriega,0042,La Hacienda,*,*,*,*,*,*,*,*,*
19,Nuevo León,036,Mier y Noriega,0048,La Tortuga,*,*,*,*,*,*,*,*,*
19,Nuevo León,036,Mier y Noriega,0049,La Puerta de Guadalupe,2,1,3,0,1,0,1,3,0
19,Nuevo León,036,Mier y Noriega,0056,Pedro Ibarra Hernández,*,*,*,*,*,*,*,*,*
19,Nuevo León,036,Mier y Noriega,0065,Los Callejones,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0000,Total del Municipio,267,740,746,213,1134,559,1.09,1383,69
19,Nuevo León,037,Mina,9998,Localidades de una vivienda,23,37,24,0,13,4,*,44,3
19,Nuevo León,037,Mina,9999,Localidades de dos viviendas,1,5,4,0,4,0,*,7,1
19,Nuevo León,037,Mina,0001,Mina,159,469,567,189,1026,534,1.08,1136,18
19,Nuevo León,037,Mina,0002,El Barranco (Las Minas),*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0005,San Antonio de Arista (Arista),5,19,24,0,8,2,1.47,10,13
19,Nuevo León,037,Mina,0008,El Barranco,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0013,Cañón Angosto,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0014,Carricitos,7,29,21,7,9,0,1.51,18,8
19,Nuevo León,037,Mina,0018,El Cuarto,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0023,Delgado,5,7,1,0,0,0,0.76,8,0
19,Nuevo León,037,Mina,0024,El Durazno,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0025,La Escondida,3,1,0,0,1,0,1.20,0,3
19,Nuevo León,037,Mina,0026,Espinazo (Espinazo Nuevo León),27,52,46,11,45,13,0.90,74,10
19,Nuevo León,037,Mina,0027,Estacas,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0028,Los Fresnos,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0032,La Grulla,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0033,Guanajuato,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0036,La Jarita (San José),*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0037,Jesús María (La Hacienda),*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0038,Los Lirios,3,9,2,0,1,0,1.06,5,2
19,Nuevo León,037,Mina,0040,La Madriguera (Potrerillos),0,3,0,0,0,0,0.75,2,1
19,Nuevo León,037,Mina,0042,Mirasoles,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0046,Las Ovejas,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0048,El Porvenir,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0051,Presa de la Mula (Las Presas),3,36,16,0,4,0,1.95,17,0
19,Nuevo León,037,Mina,0054,Puerto Luis,5,11,9,1,0,0,1.06,14,0
19,Nuevo León,037,Mina,0055,Puerto San Nicolás,2,4,1,0,0,0,1,3,0
19,Nuevo León,037,Mina,0056,El Pui,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0058,Los Remotos,3,17,3,1,1,1,1.83,8,1
19,Nuevo León,037,Mina,0065,San José de la Popa,2,8,3,0,0,0,0.75,5,1
19,Nuevo León,037,Mina,0067,Santa Lucía (Las Avispas),*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0069,El Sauz,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0076,Emiliano Zapata,3,2,9,0,0,2,0.84,5,3
19,Nuevo León,037,Mina,0077,Agua Nueva,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0082,La Esmeralda,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0087,El Papalote (Los Molina),*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0088,El Puertecito,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0090,El Progreso,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0093,San Isidro,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0096,Martha Isabel,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0097,California (Santo Cristo),5,13,8,4,18,0,1.33,16,1
19,Nuevo León,037,Mina,0102,El Sáiz,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0103,El Venado,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0108,Rancho de Enmedio,3,9,3,0,0,0,2.50,3,2
19,Nuevo León,037,Mina,0109,El Ranchito,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0112,La Aurora,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0117,La Noria (Potrerillos),*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0119,La Mahuacata,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0126,Los Arcos,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0130,Prefabricados Dos Mil,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0134,Sacramento,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0144,El Ranchito (El Granero),*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0153,San Francisco y Anexos,8,7,2,0,1,0,1.91,4,2
19,Nuevo León,037,Mina,0167,Puerto Blanco,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0169,San Gerardo (Aguas Termales),*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0170,Santa María (El Cien),*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0180,San Pedro,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0182,Chalos,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0191,El Polvorín,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0195,Agua Nueva,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0197,La Magdalena,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0204,Guadalupe,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0216,California,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0219,Los Gavilanes,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0224,San Pedro,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0225,San Francisco,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0226,El Texano,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0241,Palma de Adentro,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0255,Los Laureles,*,*,*,*,*,*,*,*,*
19,Nuevo León,037,Mina,0267,Ejido Mina,0,2,3,0,3,3,1,4,0
19,Nuevo León,037,Mina,0274,Sagrado Corazón,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0000,Total del Municipio,1431,6209,7832,1948,10710,12382,0.99,16018,506
19,Nuevo León,038,Montemorelos,9998,Localidades de una vivienda,19,114,112,10,85,19,*,122,16
19,Nuevo León,038,Montemorelos,9999,Localidades de dos viviendas,22,104,105,18,72,29,*,126,13
19,Nuevo León,038,Montemorelos,0001,Montemorelos,943,3729,5210,1439,8213,11109,0.95,12181,276
19,Nuevo León,038,Montemorelos,0004,Los Adobes,6,32,28,4,38,12,0.98,44,0
19,Nuevo León,038,Montemorelos,0006,Agua Dulce,2,1,1,0,2,1,0.64,4,0
19,Nuevo León,038,Montemorelos,0009,La Aguililla,0,4,2,1,0,0,1.63,1,2
19,Nuevo León,038,Montemorelos,0015,Alto de Vigas,2,10,7,1,8,0,1.25,12,0
19,Nuevo León,038,Montemorelos,0016,El Alto,6,18,22,7,7,1,1.52,20,5
19,Nuevo León,038,Montemorelos,0017,Los Amoles,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0018,Anacuitas (Adjuntas de Ballesteros),1,6,4,0,1,2,0.83,7,0
19,Nuevo León,038,Montemorelos,0020,Los Ángeles,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0021,Los Ángeles,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0026,Los Arroyos (Sección Juárez),2,27,20,1,8,6,0.70,29,2
19,Nuevo León,038,Montemorelos,0029,El Bajío,13,49,58,9,66,42,0.99,97,2
19,Nuevo León,038,Montemorelos,0030,La Barranca,2,27,19,2,20,17,0.97,37,2
19,Nuevo León,038,Montemorelos,0033,Puerta de la Boca (La Boca),0,4,3,1,1,0,2,2,1
19,Nuevo León,038,Montemorelos,0034,La Boquilla,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0037,El Cabresto,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0038,Cabezones,4,30,41,10,34,5,1.45,41,6
19,Nuevo León,038,Montemorelos,0041,Congregación Calles,24,121,185,38,235,156,0.93,316,4
19,Nuevo León,038,Montemorelos,0042,Canoas,11,42,77,13,97,75,0.96,131,1
19,Nuevo León,038,Montemorelos,0043,Cantera Chica (Cantera los Sauces),5,13,8,2,6,11,1.07,17,0
19,Nuevo León,038,Montemorelos,0044,Puerto la Cantera (San Ignacio Ramírez),8,15,29,5,25,20,1.48,34,1
19,Nuevo León,038,Montemorelos,0045,Hacienda las Cañas,3,28,25,8,29,10,0.98,44,1
19,Nuevo León,038,Montemorelos,0047,Cañas,3,10,2,0,3,0,2,5,1
19,Nuevo León,038,Montemorelos,0048,Las Cañas,5,8,7,3,5,3,0.89,15,1
19,Nuevo León,038,Montemorelos,0053,El Carrizal (Carretera a la Soledad),1,1,3,2,6,8,1.18,6,1
19,Nuevo León,038,Montemorelos,0054,La Carroza,0,19,26,5,15,6,1.29,29,1
19,Nuevo León,038,Montemorelos,0055,La Cáscara,2,29,24,4,33,9,1.27,39,2
19,Nuevo León,038,Montemorelos,0058,El Cerrito,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0060,Cieneguillas,2,15,12,2,38,5,1.27,29,1
19,Nuevo León,038,Montemorelos,0062,El Colorado,4,11,8,1,8,1,1.81,13,1
19,Nuevo León,038,Montemorelos,0064,Las Comitas,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0066,El Coronel,6,12,12,2,5,0,1.71,13,3
19,Nuevo León,038,Montemorelos,0067,Coyonoxtle,4,13,16,7,14,11,1.48,27,0
19,Nuevo León,038,Montemorelos,0068,Los Cuates,3,3,9,1,1,1,1.12,6,4
19,Nuevo León,038,Montemorelos,0070,Valle Hidalgo (El Cueral),4,9,6,0,6,3,1.07,11,0
19,Nuevo León,038,Montemorelos,0073,Chamizal,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0074,Chapotal,1,17,18,2,4,5,1.36,18,0
19,Nuevo León,038,Montemorelos,0075,El Charco (El Charco Azul),*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0076,Charco de la Anacua,3,3,2,0,2,1,1.60,4,1
19,Nuevo León,038,Montemorelos,0078,Chihuahua,5,25,27,9,20,8,1.64,35,3
19,Nuevo León,038,Montemorelos,0081,Las Delicias,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
19,Nuevo León,038,Montemorelos,0082,El Desagüe,2,17,23,8,19,34,0.83,39,1
19,Nuevo León,038,Montemorelos,0083,El Diecinueve,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0085,El Ebanal,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0088,El Ébano,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0089,Los Ébanos,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0090,Edimburgo (Ampliación el Galeme),*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0091,El Encadenado,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0094,Los Encinos,1,25,11,1,11,4,1.32,18,1
19,Nuevo León,038,Montemorelos,0096,Encinitos,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0100,La Escondida,1,5,1,3,1,0,2.29,3,0
19,Nuevo León,038,Montemorelos,0101,La Espía de Arriba,0,1,7,0,1,1,1.40,3,0
19,Nuevo León,038,Montemorelos,0103,La Eugenia,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0105,Las Flores,2,14,7,0,0,0,0.86,11,0
19,Nuevo León,038,Montemorelos,0107,El Fraile,13,90,110,15,92,85,0.85,185,2
19,Nuevo León,038,Montemorelos,0109,Los Frijoles,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0110,Fuera Vacas,4,11,11,2,4,1,1.05,13,1
19,Nuevo León,038,Montemorelos,0111,El Galeme,3,11,16,2,23,11,1.10,23,2
19,Nuevo León,038,Montemorelos,0115,El Garbanzo,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0117,La Garita,1,13,13,1,14,2,0.96,17,0
19,Nuevo León,038,Montemorelos,0126,San Cristóbal,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0129,El Huarache,1,2,4,0,1,0,1.25,3,0
19,Nuevo León,038,Montemorelos,0130,La Almira,8,32,58,11,62,40,1.26,75,6
19,Nuevo León,038,Montemorelos,0131,Huertas [Estación],6,34,31,4,26,4,1.26,31,8
19,Nuevo León,038,Montemorelos,0143,La Laguna,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0148,Lampacitos,2,8,6,0,3,0,1.35,5,5
19,Nuevo León,038,Montemorelos,0150,Los Laureles,1,13,8,6,17,9,1.27,21,1
19,Nuevo León,038,Montemorelos,0151,La Leona,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0154,Los Lirios (Hacienda los Lirios),6,35,44,15,60,19,1.26,68,4
19,Nuevo León,038,Montemorelos,0157,La Loma,0,2,6,1,3,0,2.40,3,0
19,Nuevo León,038,Montemorelos,0163,San Rafael del Llano (Macuña),2,22,28,4,32,14,1.27,31,2
19,Nuevo León,038,Montemorelos,0168,Las Margaritas,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0169,María Auxiliadora,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0173,Mexiquito,0,0,0,1,2,25,0.55,11,0
19,Nuevo León,038,Montemorelos,0176,El Mimbre,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0177,La Mina,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0180,La Morita,0,34,25,5,18,13,0.97,36,2
19,Nuevo León,038,Montemorelos,0183,El Naranjo,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0187,Noria Blanca,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0190,Ojo de Agua,0,11,10,5,14,4,1,19,0
19,Nuevo León,038,Montemorelos,0192,El Olmito,0,7,5,0,4,3,0.95,7,0
19,Nuevo León,038,Montemorelos,0194,Los Olmos,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0195,Las Ovejas,1,11,13,2,14,1,0.94,16,2
19,Nuevo León,038,Montemorelos,0196,La Palma,0,18,16,1,18,3,1,24,0
19,Nuevo León,038,Montemorelos,0201,El Palomar,0,3,4,0,2,0,1.67,3,0
19,Nuevo León,038,Montemorelos,0202,Las Palomas (La Curva),2,14,17,8,23,5,1.31,27,1
19,Nuevo León,038,Montemorelos,0203,Palos Altos,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0205,Palo Seco,3,14,8,3,10,0,1.24,13,3
19,Nuevo León,038,Montemorelos,0207,La Parrita,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0208,El Pastor,6,27,30,2,23,11,1.02,38,6
19,Nuevo León,038,Montemorelos,0209,Pedernales,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0210,La Peñita,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0211,El Perico,0,2,3,0,2,0,0.89,0,4
19,Nuevo León,038,Montemorelos,0212,El Ranchito (La Petaca),0,7,10,1,13,4,1.29,12,0
19,Nuevo León,038,Montemorelos,0216,Piedra de Lumbre,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0218,El Pilón Viejo (El Pilón),2,17,5,3,12,2,1,19,0
19,Nuevo León,038,Montemorelos,0222,Portales,0,3,3,0,0,0,1.13,2,2
19,Nuevo León,038,Montemorelos,0223,El Porvenir,2,6,1,0,1,0,1.20,3,1
19,Nuevo León,038,Montemorelos,0226,San Agustín de los Arroyos (Pueblo Nuevo),1,19,13,0,14,2,0.97,21,1
19,Nuevo León,038,Montemorelos,0227,Las Puentes,7,40,25,7,64,46,1.01,74,3
19,Nuevo León,038,Montemorelos,0228,El Puentón,0,0,6,1,2,0,1,3,0
19,Nuevo León,038,Montemorelos,0229,Los Puertecitos (Los Puertos),*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0230,Puerto de las Flores,5,6,6,2,6,1,1.09,11,1
19,Nuevo León,038,Montemorelos,0235,Raíces,9,29,25,8,37,2,1.04,46,2
19,Nuevo León,038,Montemorelos,0236,Rancho de Enmedio,0,1,5,1,2,0,1.11,2,1
19,Nuevo León,038,Montemorelos,0237,El Ranchito,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0239,Rancho Escondido,4,26,41,6,36,23,0.97,52,1
19,Nuevo León,038,Montemorelos,0240,Rancho Nuevo,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0244,La Reforma,3,8,10,1,5,0,1.36,6,4
19,Nuevo León,038,Montemorelos,0247,Rentería,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0248,La Retama,0,4,6,2,4,4,0.96,8,0
19,Nuevo León,038,Montemorelos,0249,El Retiro,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0251,El Roble,0,5,8,0,1,2,0.90,7,1
19,Nuevo León,038,Montemorelos,0253,El Roble,1,3,4,0,0,1,0.92,3,0
19,Nuevo León,038,Montemorelos,0254,La Rosa,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0256,El Rosal,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0259,Sabino la Bandera,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0261,Salitrillo,0,6,1,0,0,2,0.69,5,0
19,Nuevo León,038,Montemorelos,0265,San Buenaventura,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0268,San Gerardo,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0272,San Isidro,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0273,San Joaquín,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0277,San José de las Flores,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0279,Santa Martha,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0281,San Miguel,6,48,79,14,81,18,0.93,104,1
19,Nuevo León,038,Montemorelos,0284,San Pedro,0,1,2,0,4,4,2.33,4,0
19,Nuevo León,038,Montemorelos,0286,San Rafael,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0288,Santa Cruz,3,17,15,5,20,18,1.07,33,0
19,Nuevo León,038,Montemorelos,0292,Rosa de San Juan (La Rosa),*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0293,Santa Rosalía,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0294,San Vicente,0,5,13,2,8,1,1.16,11,0
19,Nuevo León,038,Montemorelos,0295,El Sauz (El Saucito),*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0297,El Sauz,6,13,15,0,4,0,1.26,15,0
19,Nuevo León,038,Montemorelos,0301,La Soledad,2,0,4,0,2,0,1.44,3,0
19,Nuevo León,038,Montemorelos,0302,Los Tamez,1,8,2,0,2,0,0.65,7,1
19,Nuevo León,038,Montemorelos,0303,Tanguma,1,19,11,1,8,0,0.87,19,3
19,Nuevo León,038,Montemorelos,0304,El Taray (Miralomas),1,5,2,1,2,2,1.43,6,0
19,Nuevo León,038,Montemorelos,0305,Los Finitos (Los Tepozanes),*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0306,El Terrebel,1,6,5,0,1,0,1.08,7,0
19,Nuevo León,038,Montemorelos,0307,El Terrero,1,21,21,2,9,4,1.11,26,0
19,Nuevo León,038,Montemorelos,0308,Tierras Coloradas,8,29,19,6,16,8,1.14,33,2
19,Nuevo León,038,Montemorelos,0310,El Toro,12,30,29,9,23,1,1.15,40,4
19,Nuevo León,038,Montemorelos,0314,El Tunal,2,3,0,0,4,0,1.08,5,0
19,Nuevo León,038,Montemorelos,0316,La Unión,4,18,16,6,27,1,1.22,27,0
19,Nuevo León,038,Montemorelos,0318,Valle Hidalgo (La Cotorra),6,26,26,6,22,7,0.90,41,0
19,Nuevo León,038,Montemorelos,0319,El Vaquero,0,3,4,0,1,0,0.91,3,1
19,Nuevo León,038,Montemorelos,0321,La Ventura,0,7,6,0,9,3,1.19,12,1
19,Nuevo León,038,Montemorelos,0323,Denes,0,3,7,2,3,0,1.54,5,0
19,Nuevo León,038,Montemorelos,0327,La Yerbabuena,2,6,6,1,1,2,1.24,7,1
19,Nuevo León,038,Montemorelos,0330,Yerbaniz,2,13,15,1,9,2,1.35,17,1
19,Nuevo León,038,Montemorelos,0347,El Cerrito,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0348,Alto el Coyote,0,5,6,0,6,2,1.35,6,1
19,Nuevo León,038,Montemorelos,0363,Mohínos,0,11,2,0,3,0,1.40,6,1
19,Nuevo León,038,Montemorelos,0369,San Agustín,0,3,5,1,2,2,0.94,5,1
19,Nuevo León,038,Montemorelos,0371,El Fraile (El Faro),12,60,53,13,64,24,1.04,86,6
19,Nuevo León,038,Montemorelos,0373,El Álamo,0,4,3,0,2,0,0.87,5,0
19,Nuevo León,038,Montemorelos,0374,La Noria de los Segovia,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0376,Palo Alto,2,8,3,1,1,0,0.95,8,0
19,Nuevo León,038,Montemorelos,0377,El Nogalito (El Barranco),6,33,23,0,20,6,1.08,35,2
19,Nuevo León,038,Montemorelos,0378,Hacienda de Enmedio,11,45,49,13,37,5,1.31,65,1
19,Nuevo León,038,Montemorelos,0387,El Álamo,1,3,7,0,0,0,0.65,5,0
19,Nuevo León,038,Montemorelos,0391,La Mata de Chile,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0392,La Piedra Parada,0,5,0,0,1,0,1.50,0,3
19,Nuevo León,038,Montemorelos,0398,San Francisco,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0400,General Escobedo,3,25,27,10,58,26,1.12,57,2
19,Nuevo León,038,Montemorelos,0404,La Palma (Sección Ignacio Ramírez),*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0405,Hacienda Santa Elena,1,7,6,0,1,4,1,6,0
19,Nuevo León,038,Montemorelos,0406,San José,0,2,9,3,3,2,1.47,7,1
19,Nuevo León,038,Montemorelos,0408,El Sauz (Puerto el Sauz),*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0410,El Pedregal,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0413,Las Margaritas,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0414,La Mesa,1,8,9,0,0,1,1.26,5,1
19,Nuevo León,038,Montemorelos,0415,La Estrella (El Bermejo),*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0418,La Colmena,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0426,Altamira (Campo Verde),0,1,3,1,0,0,0.56,2,2
19,Nuevo León,038,Montemorelos,0427,Gigante,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0429,La Valencia,*,*,*,*,*,*,*,*,*
19,Nuevo León,038,Montemorelos,0432,El Bañito,*,*,*,*,*,*,*,*,*
